Customer ID,Total_Sales,Total_Orders,Total_Profit,Total_Quantity,Customer Segment
CUST1541,10803.66,4,2080.35,10,Medium Value
CUST1542,11909.42,5,2400.92,12,Medium Value
CUST1543,20830.13,5,3536.32,10,High Value
CUST1544,5699.18,4,1214.66,5,Medium Value
CUST1545,9095.83,2,2498.65,7,Medium Value
CUST1546,2929.27,3,864.76,4,Low Value
CUST1547,3533.9700000000003,3,906.05,5,Low Value
CUST1548,21018.170000000002,7,5120.78,15,High Value
CUST1549,11335.29,3,2868.76,5,Medium Value
CUST1550,3662.24,3,1017.1199999999999,4,Low Value
CUST1551,3315.89,2,683.9000000000001,3,Low Value
CUST1552,6469.84,4,1109.96,4,Medium Value
CUST1553,10674.52,5,2327.55,9,Medium Value
CUST1554,19573.989999999998,5,3942.12,11,High Value
CUST1555,14738.18,4,3273.42,9,High Value
CUST1556,9347.94,2,2025.28,3,Medium Value
CUST1557,8634.32,3,2515.19,7,Medium Value
CUST1558,11531.96,4,2945.0,11,Medium Value
CUST1559,12975.619999999999,2,2375.0699999999997,5,Medium Value
CUST1560,16325.41,6,3068.27,13,High Value
CUST1561,9854.36,5,1674.23,5,Medium Value
CUST1562,1850.6599999999999,2,506.47,3,Low Value
CUST1563,6111.7699999999995,5,1530.03,6,Medium Value
CUST1564,10093.01,6,2286.02,12,Medium Value
CUST1565,21856.710000000003,3,4616.6,10,High Value
CUST1566,21941.24,5,4036.5499999999997,12,High Value
CUST1567,10232.7,3,1574.97,5,Medium Value
CUST1568,36220.48,7,7739.3,14,High Value
CUST1569,14326.53,5,2582.3,12,High Value
CUST1570,10105.34,5,2025.97,9,Medium Value
CUST1571,11997.759999999998,3,2680.1800000000003,8,Medium Value
CUST1572,2989.04,2,642.81,2,Low Value
CUST1573,15271.16,6,3510.08,12,High Value
CUST1574,16349.38,7,3329.52,10,High Value
CUST1575,29111.86,9,6845.65,22,High Value
CUST1576,23232.16,5,4354.54,14,High Value
CUST1577,26180.239999999998,4,4953.75,14,High Value
CUST1578,12994.32,5,2352.2599999999998,9,Medium Value
CUST1579,12859.460000000001,5,3580.7,11,Medium Value
CUST1580,3851.7900000000004,3,882.8199999999999,5,Low Value
CUST1581,12882.91,4,2303.38,6,Medium Value
CUST1582,25114.28,5,6021.82,10,High Value
CUST1583,5566.469999999999,2,1224.56,3,Medium Value
CUST1584,7102.110000000001,4,1497.82,8,Medium Value
CUST1586,1355.18,2,270.75,2,Low Value
CUST1587,1238.59,1,336.49,1,Low Value
CUST1588,11883.85,4,2561.1400000000003,7,Medium Value
CUST1589,29077.11,4,6110.76,8,High Value
CUST1590,10828.23,6,2310.28,9,Medium Value
CUST1591,8730.779999999999,4,1624.99,7,Medium Value
CUST1592,18731.53,5,3834.69,11,High Value
CUST1593,16251.32,9,3247.43,13,High Value
CUST1594,23148.46,6,4159.82,13,High Value
CUST1595,10867.140000000001,3,2473.13,6,Medium Value
CUST1596,12961.09,5,3258.02,11,Medium Value
CUST1597,14149.92,6,3111.87,12,Medium Value
CUST1598,2127.82,2,492.52,2,Low Value
CUST1599,3279.21,2,721.9200000000001,3,Low Value
CUST1600,7007.27,4,1282.2,6,Medium Value
CUST1601,7681.499999999999,3,1908.21,4,Medium Value
CUST1602,8818.57,6,1986.0,11,Medium Value
CUST1603,14848.16,5,4095.2400000000002,16,High Value
CUST1604,17865.87,8,3961.8399999999997,14,High Value
CUST1605,5539.56,5,1370.8600000000001,7,Medium Value
CUST1606,4388.92,3,1341.14,7,Low Value
CUST1607,7658.7300000000005,2,1394.12,6,Medium Value
CUST1608,14256.06,6,3042.2200000000003,10,Medium Value
CUST1609,2473.41,3,709.85,4,Low Value
CUST1610,10550.37,5,2786.7799999999997,11,Medium Value
CUST1611,4726.57,2,959.8900000000001,2,Low Value
CUST1612,1569.03,2,325.95,2,Low Value
CUST1613,4338.32,1,852.37,1,Low Value
CUST1614,4330.48,4,975.96,4,Low Value
CUST1615,7079.42,4,1392.79,6,Medium Value
CUST1616,19847.87,5,4679.71,11,High Value
CUST1617,17126.09,5,4049.0,13,High Value
CUST1618,23402.85,9,5317.24,13,High Value
CUST1619,8130.3,5,1821.76,9,Medium Value
CUST1620,14913.369999999999,4,3178.25,10,High Value
CUST1621,14282.18,6,2753.56,11,High Value
CUST1623,12484.1,5,2927.51,8,Medium Value
CUST1624,14047.11,5,3024.0600000000004,8,Medium Value
CUST1625,19109.44,8,4503.86,12,High Value
CUST1626,13435.95,2,2862.7000000000003,4,Medium Value
CUST1627,10724.59,7,2557.7,9,Medium Value
CUST1628,24047.399999999998,8,4398.42,13,High Value
CUST1629,10369.57,5,2355.12,8,Medium Value
CUST1630,7141.43,2,1804.97,7,Medium Value
CUST1631,6137.76,2,1745.65,6,Medium Value
CUST1632,4318.2,2,1050.46,2,Low Value
CUST1633,9608.32,2,1866.4899999999998,5,Medium Value
CUST1634,8594.82,3,1778.79,6,Medium Value
CUST1635,3550.2,3,843.06,4,Low Value
CUST1636,6088.6,3,1430.91,4,Medium Value
CUST1637,8061.4,4,2018.55,8,Medium Value
CUST1638,6751.74,3,1222.09,4,Medium Value
CUST1639,18823.8,9,3619.04,17,High Value
CUST1640,26495.0,10,5478.61,24,High Value
CUST1641,4040.96,3,901.04,5,Low Value
CUST1642,6127.0599999999995,4,1197.51,6,Medium Value
CUST1643,13335.38,2,2123.0,4,Medium Value
CUST1644,9873.82,6,2446.35,8,Medium Value
CUST1645,2721.58,2,842.51,2,Low Value
CUST1646,10901.07,5,2264.45,7,Medium Value
CUST1647,5424.02,3,1183.52,6,Medium Value
CUST1648,5235.200000000001,4,1397.6100000000001,4,Medium Value
CUST1649,2187.31,2,549.6,3,Low Value
CUST1650,2246.19,3,598.37,3,Low Value
CUST1651,6017.02,1,1964.41,5,Medium Value
CUST1652,7528.700000000001,2,1289.2,5,Medium Value
CUST1653,14254.859999999999,5,2971.94,13,Medium Value
CUST1654,14837.349999999999,6,2925.96,11,High Value
CUST1655,20047.14,5,4770.54,11,High Value
CUST1656,10716.189999999999,6,2154.09,8,Medium Value
CUST1657,24591.7,5,5749.969999999999,15,High Value
CUST1658,5673.08,6,1504.02,7,Medium Value
CUST1659,18441.91,5,5336.82,11,High Value
CUST1660,8774.0,3,2722.84,10,Medium Value
CUST1661,14939.99,8,3196.55,15,High Value
CUST1662,23231.059999999998,8,4062.78,16,High Value
CUST1663,3386.45,2,947.63,3,Low Value
CUST1664,2223.52,2,541.97,4,Low Value
CUST1665,14092.41,8,2655.35,12,Medium Value
CUST1666,14376.98,4,2701.0099999999998,9,High Value
CUST1667,1870.71,2,451.28000000000003,2,Low Value
CUST1668,7532.02,4,1626.83,6,Medium Value
CUST1669,16147.98,7,3203.12,9,High Value
CUST1670,30173.21,4,6006.96,11,High Value
CUST1671,29101.97,5,4843.03,11,High Value
CUST1672,16013.449999999999,5,3659.2200000000003,12,High Value
CUST1673,6420.26,4,1766.4,5,Medium Value
CUST1674,2894.38,3,723.81,4,Low Value
CUST1675,4725.77,3,1161.49,3,Low Value
CUST1676,6022.12,4,1371.18,9,Medium Value
CUST1677,6825.2,4,1710.58,5,Medium Value
CUST1678,3622.68,2,705.91,3,Low Value
CUST1679,16516.28,5,3651.86,10,High Value
CUST1680,6100.54,3,963.79,5,Medium Value
CUST1681,6747.900000000001,3,1779.0900000000001,8,Medium Value
CUST1682,15108.560000000001,5,2971.51,8,High Value
CUST1683,11947.779999999999,6,3212.6,12,Medium Value
CUST1684,15878.03,6,3533.06,15,High Value
CUST1685,14008.19,7,2799.9300000000003,8,Medium Value
CUST1686,20924.37,3,4013.7099999999996,9,High Value
CUST1687,10552.789999999999,4,2330.12,7,Medium Value
CUST1688,5374.0,5,1358.6100000000001,8,Medium Value
CUST1689,4073.24,3,1211.71,4,Low Value
CUST1690,17458.64,4,4109.33,11,High Value
CUST1691,8908.45,6,2031.05,7,Medium Value
CUST1692,5157.59,4,1479.13,10,Medium Value
CUST1693,5799.0,5,1346.95,8,Medium Value
CUST1694,20263.18,4,3796.5,8,High Value
CUST1695,9753.96,4,2254.11,5,Medium Value
CUST1696,5130.81,4,1282.04,9,Medium Value
CUST1697,14253.87,5,4037.5,11,Medium Value
CUST1698,17035.27,6,3851.71,17,High Value
CUST1699,17317.4,4,3104.67,10,High Value
CUST1700,3030.08,2,502.88,2,Low Value
CUST1701,1523.94,2,519.76,2,Low Value
CUST1702,18209.03,12,4374.25,14,High Value
CUST1703,12549.150000000001,6,2784.95,6,Medium Value
CUST1704,20277.760000000002,6,3444.06,12,High Value
CUST1705,1203.46,1,408.21,1,Low Value
CUST1706,7894.6900000000005,4,1745.9499999999998,9,Medium Value
CUST1707,14665.46,3,3792.67,8,High Value
CUST1708,4504.66,3,1148.59,6,Low Value
CUST1709,6532.98,3,1597.59,10,Medium Value
CUST1710,16704.97,8,4627.35,19,High Value
CUST1711,4697.05,3,1095.0,6,Low Value
CUST1712,11615.19,4,2557.58,8,Medium Value
CUST1713,6880.67,3,1433.71,3,Medium Value
CUST1714,11704.08,4,2482.11,7,Medium Value
CUST1715,6545.11,4,1622.23,7,Medium Value
CUST1716,4252.879999999999,3,961.35,4,Low Value
CUST1717,25005.489999999998,7,5450.17,15,High Value
CUST1718,7184.47,6,1584.44,7,Medium Value
CUST1719,5310.52,4,1252.75,4,Medium Value
CUST1720,392.19,1,120.67,1,Low Value
CUST1721,31098.03,5,5687.63,14,High Value
CUST1722,2405.7200000000003,2,654.04,4,Low Value
CUST1723,5927.19,3,1704.87,7,Medium Value
CUST1724,3144.79,2,646.5699999999999,2,Low Value
CUST1725,10866.88,5,2161.64,12,Medium Value
CUST1726,18791.809999999998,7,3828.38,10,High Value
CUST1727,5508.47,3,1282.67,4,Medium Value
CUST1728,6163.780000000001,4,1353.6999999999998,5,Medium Value
CUST1730,10445.16,3,2080.36,6,Medium Value
CUST1731,22200.04,7,3991.16,16,High Value
CUST1732,6816.51,6,2010.36,7,Medium Value
CUST1733,12765.7,5,3098.87,10,Medium Value
CUST1734,12314.04,3,2748.48,5,Medium Value
CUST1735,17667.45,9,3413.02,16,High Value
CUST1736,10959.380000000001,6,2737.27,11,Medium Value
CUST1737,9789.939999999999,4,2319.92,11,Medium Value
CUST1738,18540.02,5,3864.33,9,High Value
CUST1739,10173.92,5,2505.71,9,Medium Value
CUST1740,6079.1,3,1185.03,4,Medium Value
CUST1741,7003.18,5,1474.39,7,Medium Value
CUST1742,5804.1900000000005,3,1363.67,9,Medium Value
CUST1743,6656.75,3,1681.4899999999998,5,Medium Value
CUST1744,14427.83,6,2721.52,9,High Value
CUST1745,3095.38,2,856.94,3,Low Value
CUST1746,10363.42,5,2447.7999999999997,8,Medium Value
CUST1747,4171.8099999999995,3,1011.3100000000001,4,Low Value
CUST1748,2628.8500000000004,2,804.14,2,Low Value
CUST1749,8238.56,5,1731.0,8,Medium Value
CUST1750,6938.88,2,1357.59,3,Medium Value
CUST1751,7332.96,4,1690.57,6,Medium Value
CUST1752,18547.68,6,3650.8,15,High Value
CUST1753,16645.91,4,3840.52,7,High Value
CUST1754,24581.46,8,6121.74,17,High Value
CUST1755,18108.39,7,3498.92,11,High Value
CUST1756,18778.18,5,3782.85,9,High Value
CUST1757,8712.73,6,1928.76,11,Medium Value
CUST1758,6179.94,4,1511.22,8,Medium Value
CUST1759,11163.039999999999,9,2423.58,13,Medium Value
CUST1760,6439.94,1,972.24,4,Medium Value
CUST1761,10341.810000000001,4,1753.56,9,Medium Value
CUST1762,8549.759999999998,5,2279.96,8,Medium Value
CUST1763,9585.0,3,1751.5500000000002,8,Medium Value
CUST1764,13580.5,4,2211.59,7,Medium Value
CUST1765,3817.4,1,516.83,4,Low Value
CUST1766,10377.36,5,2427.17,6,Medium Value
CUST1767,2866.27,3,594.4,3,Low Value
CUST1768,6411.57,3,1317.45,3,Medium Value
CUST1769,12140.68,7,3073.99,11,Medium Value
CUST1770,8991.29,7,2348.67,10,Medium Value
CUST1771,11326.039999999999,6,2612.73,11,Medium Value
CUST1772,17088.64,6,3289.97,12,High Value
CUST1773,5917.27,2,924.94,3,Medium Value
CUST1774,8689.39,7,2064.89,12,Medium Value
CUST1775,5059.85,4,882.36,5,Medium Value
CUST1776,12680.21,5,2957.58,9,Medium Value
CUST1777,28564.62,6,5235.83,15,High Value
CUST1778,4031.8,3,1221.03,5,Low Value
CUST1779,15829.41,8,3843.44,12,High Value
CUST1780,802.78,1,192.04,1,Low Value
CUST1781,11836.75,4,2819.21,7,Medium Value
CUST1782,13930.400000000001,5,2983.87,11,Medium Value
CUST1783,5873.64,3,1686.29,5,Medium Value
CUST1784,33055.31,7,5923.62,18,High Value
CUST1785,7761.67,4,1338.99,7,Medium Value
CUST1786,2412.07,1,423.42,1,Low Value
CUST1787,4309.75,3,924.92,5,Low Value
CUST1788,9908.3,2,1878.5700000000002,5,Medium Value
CUST1789,5890.63,3,1725.63,10,Medium Value
CUST1790,2908.86,3,545.0699999999999,3,Low Value
CUST1791,9525.66,1,1764.33,3,Medium Value
CUST1792,1206.84,1,253.41,1,Low Value
CUST1793,8640.380000000001,4,2052.6099999999997,9,Medium Value
CUST1794,9447.41,4,2153.2,8,Medium Value
CUST1795,6968.71,3,1672.48,6,Medium Value
CUST1796,29433.36,11,5301.8099999999995,21,High Value
CUST1797,14526.39,4,2944.03,7,High Value
CUST1798,11212.85,6,2083.38,8,Medium Value
CUST1799,11876.89,4,2389.49,8,Medium Value
CUST1800,17065.010000000002,6,3047.89,9,High Value
CUST1801,20295.65,6,3036.9300000000003,11,High Value
CUST1802,2570.4,4,699.63,5,Low Value
CUST1803,6653.43,3,1220.51,5,Medium Value
CUST1804,15491.34,4,2799.0099999999998,9,High Value
CUST1805,13577.33,5,3422.01,13,Medium Value
CUST1806,5098.43,3,859.6,4,Medium Value
CUST1807,4352.59,3,1060.74,4,Low Value
CUST1808,25879.45,7,4919.1900000000005,13,High Value
CUST1809,15501.72,6,3014.1800000000003,11,High Value
CUST1810,5143.17,3,914.28,5,Medium Value
CUST1811,8616.22,7,2057.43,9,Medium Value
CUST1812,14074.41,5,3064.3,12,Medium Value
CUST1813,17800.63,6,3643.89,14,High Value
CUST1814,9857.32,5,2501.46,9,Medium Value
CUST1815,4409.75,2,880.87,3,Low Value
CUST1816,11653.7,3,2308.29,7,Medium Value
CUST1817,3773.32,4,839.68,5,Low Value
CUST1818,4475.37,3,811.36,4,Low Value
CUST1819,22588.91,5,4771.71,12,High Value
CUST1820,6226.58,4,1153.04,5,Medium Value
CUST1821,14571.94,7,3204.52,17,High Value
CUST1822,6406.47,4,1252.17,8,Medium Value
CUST1823,7005.8,2,1097.76,3,Medium Value
CUST1824,24743.88,5,4635.13,11,High Value
CUST1825,21502.61,5,5372.4400000000005,9,High Value
CUST1826,8210.130000000001,5,1962.68,8,Medium Value
CUST1827,6798.950000000001,3,1485.8799999999999,3,Medium Value
CUST1828,11848.9,6,2749.25,11,Medium Value
CUST1829,3245.21,1,502.22,1,Low Value
CUST1830,2498.69,2,524.98,2,Low Value
CUST1831,18457.18,3,3864.7200000000003,8,High Value
CUST1832,14970.630000000001,5,3288.55,12,High Value
CUST1833,1738.96,2,536.23,2,Low Value
CUST1834,29946.87,7,5725.0,15,High Value
CUST1835,10193.49,5,2532.13,13,Medium Value
CUST1836,2243.83,2,556.66,2,Low Value
CUST1837,7334.68,3,1663.21,4,Medium Value
CUST1838,12036.26,4,2899.49,9,Medium Value
CUST1839,3454.4700000000003,2,683.3800000000001,2,Low Value
CUST1840,3527.21,3,904.56,4,Low Value
CUST1841,2942.04,2,928.3999999999999,4,Low Value
CUST1842,16563.64,6,3909.27,12,High Value
CUST1843,6949.11,3,1547.9399999999998,3,Medium Value
CUST1844,4076.5600000000004,4,907.14,5,Low Value
CUST1845,16084.210000000001,7,3499.91,12,High Value
CUST1846,5059.030000000001,2,1088.6799999999998,5,Medium Value
CUST1847,15061.119999999999,4,3282.52,8,High Value
CUST1848,25711.600000000002,4,6181.88,12,High Value
CUST1849,11795.22,4,2253.59,7,Medium Value
CUST1850,34627.03,10,7936.96,21,High Value
CUST1851,10719.57,2,2126.58,4,Medium Value
CUST1852,10013.09,5,2073.01,10,Medium Value
CUST1853,1429.83,1,391.55,1,Low Value
CUST1854,8309.2,6,2401.06,9,Medium Value
CUST1855,13461.99,8,2974.86,13,Medium Value
CUST1856,12324.59,3,2395.75,6,Medium Value
CUST1857,847.03,1,198.53,1,Low Value
CUST1858,4967.39,2,1254.6000000000001,2,Low Value
CUST1859,10558.529999999999,5,3018.33,8,Medium Value
CUST1860,8814.43,3,1844.79,7,Medium Value
CUST1861,9909.33,7,2189.38,11,Medium Value
CUST1862,13655.58,5,3585.98,9,Medium Value
CUST1863,18797.08,5,3948.6499999999996,12,High Value
CUST1864,12314.880000000001,4,2507.92,9,Medium Value
CUST1865,16194.3,6,3069.57,11,High Value
CUST1866,15641.13,3,3770.8500000000004,7,High Value
CUST1867,6944.35,6,1758.73,8,Medium Value
CUST1868,1174.6,2,281.19,3,Low Value
CUST1869,7990.4400000000005,6,1693.27,7,Medium Value
CUST1870,13616.93,4,2999.4,7,Medium Value
CUST1871,8004.299999999999,5,1690.04,6,Medium Value
CUST1872,11434.32,4,2566.93,7,Medium Value
CUST1873,10635.74,2,2574.48,3,Medium Value
CUST1874,5731.82,3,815.72,5,Medium Value
CUST1875,3879.6,3,730.68,4,Low Value
CUST1876,8593.81,5,1828.76,11,Medium Value
CUST1877,25374.27,6,5569.11,17,High Value
CUST1878,30540.690000000002,10,6848.96,20,High Value
CUST1879,2221.48,1,360.36,1,Low Value
CUST1880,295.54,1,93.69,1,Low Value
CUST1881,5407.14,3,1588.04,7,Medium Value
CUST1882,1784.23,2,553.52,2,Low Value
CUST1883,19654.97,5,4208.2,11,High Value
CUST1884,5547.98,2,1072.92,3,Medium Value
CUST1885,11945.85,5,2802.71,13,Medium Value
CUST1886,14566.220000000001,8,3248.45,11,High Value
CUST1887,10745.99,5,2037.4,11,Medium Value
CUST1888,12600.13,5,3137.31,8,Medium Value
CUST1889,3284.93,2,958.93,3,Low Value
CUST1890,3771.71,3,778.24,5,Low Value
CUST1891,7209.31,2,1068.91,3,Medium Value
CUST1892,33417.94,4,6550.98,12,High Value
CUST1894,7076.44,5,1505.18,8,Medium Value
CUST1895,12805.99,4,2925.32,8,Medium Value
CUST1896,18535.72,6,3661.67,15,High Value
CUST1897,10287.939999999999,4,2655.34,7,Medium Value
CUST1898,9505.19,6,1836.78,9,Medium Value
CUST1899,2698.3599999999997,3,587.72,5,Low Value
CUST1900,5020.41,3,1276.05,6,Low Value
CUST1901,2798.6000000000004,2,564.11,3,Low Value
CUST1902,12709.3,5,2275.43,9,Medium Value
CUST1903,7221.4400000000005,3,1322.13,6,Medium Value
CUST1904,27556.17,6,4546.97,12,High Value
CUST1905,7688.66,3,1554.48,6,Medium Value
CUST1906,4671.74,3,836.59,4,Low Value
CUST1907,12936.12,6,2683.59,8,Medium Value
CUST1908,16630.07,7,3233.59,17,High Value
CUST1909,9694.56,5,2001.91,9,Medium Value
CUST1910,4277.12,3,994.38,5,Low Value
CUST1911,4728.91,4,1077.28,7,Low Value
CUST1912,7991.51,5,2122.04,11,Medium Value
CUST1913,19318.02,6,3550.61,16,High Value
CUST1914,22115.01,8,4849.3,14,High Value
CUST1915,10233.24,5,2269.45,7,Medium Value
CUST1916,2558.74,3,692.72,5,Low Value
CUST1917,10638.119999999999,5,2429.63,8,Medium Value
CUST1918,4248.92,2,991.3399999999999,3,Low Value
CUST1919,4306.42,2,720.1800000000001,3,Low Value
CUST1920,7784.79,4,1576.15,7,Medium Value
CUST1921,8442.26,5,1806.76,9,Medium Value
CUST1922,12044.529999999999,5,2658.99,8,Medium Value
CUST1923,7695.96,5,1587.93,6,Medium Value
CUST1924,6813.83,2,1699.62,5,Medium Value
CUST1925,16315.6,6,3889.16,10,High Value
CUST1926,13617.9,7,3357.33,10,Medium Value
CUST1927,27694.289999999997,4,5549.22,11,High Value
CUST1928,11030.41,3,1832.09,7,Medium Value
CUST1929,3843.83,5,802.51,5,Low Value
CUST1930,14884.39,5,2642.83,10,High Value
CUST1931,17416.12,7,3238.16,10,High Value
CUST1932,14250.74,7,3508.1099999999997,12,Medium Value
CUST1933,5658.47,4,1407.24,7,Medium Value
CUST1934,37113.8,11,7809.46,21,High Value
CUST1935,9166.51,3,1837.06,4,Medium Value
CUST1936,4826.13,3,786.7,3,Low Value
CUST1937,5323.360000000001,3,1281.4,5,Medium Value
CUST1938,7740.299999999999,4,2204.95,6,Medium Value
CUST1939,11312.31,5,2737.12,6,Medium Value
CUST1940,51586.11,9,12652.49,21,High Value
CUST1941,11466.26,4,2309.61,6,Medium Value
CUST1942,2554.46,1,811.39,2,Low Value
CUST1943,8069.39,4,1379.33,7,Medium Value
CUST1944,5016.26,3,1108.8799999999999,4,Low Value
CUST1945,8380.03,6,2126.8199999999997,8,Medium Value
CUST1946,12912.48,5,2507.09,8,Medium Value
CUST1947,9588.65,5,2415.37,15,Medium Value
CUST1948,5240.5599999999995,3,934.1300000000001,6,Medium Value
CUST1949,6389.460000000001,3,1706.15,4,Medium Value
CUST1950,11721.33,6,2377.37,11,Medium Value
CUST1951,17995.4,4,2859.49,11,High Value
CUST1952,11930.439999999999,2,1735.51,5,Medium Value
CUST1953,8470.17,3,2114.71,7,Medium Value
CUST1954,21649.81,9,4711.81,15,High Value
CUST1955,22095.83,7,5216.64,17,High Value
CUST1956,8967.2,9,2112.12,12,Medium Value
CUST1957,8194.02,4,1972.27,7,Medium Value
CUST1958,8299.23,6,1753.76,7,Medium Value
CUST1959,11554.82,2,1641.26,4,Medium Value
CUST1960,11824.099999999999,7,2082.69,8,Medium Value
CUST1961,14022.17,5,3059.9399999999996,11,Medium Value
CUST1962,9161.42,5,2263.96,8,Medium Value
CUST1963,1958.83,1,571.82,2,Low Value
CUST1964,18004.51,6,4587.92,11,High Value
CUST1965,2973.62,1,727.22,3,Low Value
CUST1966,2874.44,3,943.7,5,Low Value
CUST1967,12976.52,6,3043.2799999999997,13,Medium Value
CUST1968,6678.389999999999,4,1358.6299999999999,7,Medium Value
CUST1969,6775.990000000001,5,1480.29,6,Medium Value
CUST1970,7498.72,4,1902.9499999999998,6,Medium Value
CUST1972,11860.69,3,2238.05,6,Medium Value
CUST1973,2664.1,1,564.4,2,Low Value
CUST1974,5172.16,2,1207.33,3,Medium Value
CUST1975,13550.310000000001,3,2313.07,8,Medium Value
CUST1976,13636.66,4,2997.77,5,Medium Value
CUST1977,12125.07,4,2389.99,6,Medium Value
CUST1978,2169.52,2,418.73,2,Low Value
CUST1979,8937.5,6,2082.62,11,Medium Value
CUST1980,9542.21,5,2306.87,9,Medium Value
CUST1981,3557.79,2,561.02,3,Low Value
CUST1982,9625.94,7,2110.0099999999998,10,Medium Value
CUST1983,8670.869999999999,4,1759.45,9,Medium Value
CUST1984,2960.7299999999996,3,542.95,5,Low Value
CUST1985,33159.03,12,6273.02,25,High Value
CUST1986,23328.89,8,4515.41,14,High Value
CUST1987,6315.67,4,1262.85,5,Medium Value
CUST1988,9125.44,8,2247.59,11,Medium Value
CUST1989,10842.710000000001,3,2007.37,7,Medium Value
CUST1990,13979.76,9,3639.91,17,Medium Value
CUST1991,15477.11,5,3085.86,8,High Value
CUST1992,15080.369999999999,4,2328.05,11,High Value
CUST1993,28760.0,5,5849.18,11,High Value
CUST1994,9812.31,6,2369.07,9,Medium Value
CUST1995,8140.66,3,2344.01,7,Medium Value
CUST1996,5227.91,5,1454.01,5,Medium Value
CUST1997,7708.94,4,1686.9099999999999,7,Medium Value
CUST1998,6570.870000000001,4,1184.18,7,Medium Value
CUST1999,8387.99,4,2035.3400000000001,7,Medium Value
CUST2000,1593.48,2,511.02,2,Low Value
CUST2001,12049.919999999998,3,2208.27,6,Medium Value
CUST2002,2479.1400000000003,3,537.29,3,Low Value
CUST2003,24939.89,5,4652.12,14,High Value
CUST2004,10723.61,4,3023.15,9,Medium Value
CUST2005,4441.73,4,1253.03,4,Low Value
CUST2006,19282.95,5,3625.5,8,High Value
CUST2007,2060.46,1,314.21,2,Low Value
CUST2008,8500.18,2,1663.51,4,Medium Value
CUST2009,3062.99,2,554.53,2,Low Value
CUST2010,3348.52,2,748.9200000000001,6,Low Value
CUST2012,6120.7,4,1256.1299999999999,7,Medium Value
CUST2013,10938.92,5,2186.47,7,Medium Value
CUST2014,1127.1,1,131.45,1,Low Value
CUST2015,11867.08,5,2755.96,7,Medium Value
CUST2016,5203.28,3,1415.51,9,Medium Value
CUST2017,19049.51,4,3919.7799999999997,5,High Value
CUST2018,4804.5199999999995,2,1070.34,2,Low Value
CUST2019,7798.91,3,1465.3700000000001,8,Medium Value
CUST2020,7845.18,3,2011.44,5,Medium Value
CUST2021,18420.34,6,4540.95,12,High Value
CUST2022,10090.16,5,2077.2200000000003,8,Medium Value
CUST2023,1376.31,1,373.26,1,Low Value
CUST2024,12879.73,6,2127.86,8,Medium Value
CUST2025,4541.55,3,1087.26,4,Low Value
CUST2026,20985.98,8,4727.83,15,High Value
CUST2027,14686.990000000002,3,3124.8199999999997,5,High Value
CUST2028,15989.869999999999,6,2740.76,9,High Value
CUST2029,20217.6,6,4845.3,13,High Value
CUST2030,12459.16,4,3404.7100000000005,7,Medium Value
CUST2031,6067.48,5,1503.7,6,Medium Value
CUST2032,12167.689999999999,6,2673.56,9,Medium Value
CUST2033,4412.08,2,974.6,2,Low Value
CUST2034,5753.2,3,1173.6999999999998,3,Medium Value
CUST2035,11007.08,3,2185.11,6,Medium Value
CUST2036,14798.19,1,2714.44,3,High Value
CUST2037,9988.35,6,2505.5099999999998,14,Medium Value
CUST2038,8195.65,3,1496.8600000000001,7,Medium Value
CUST2039,505.47,1,176.65,1,Low Value
CUST2040,10618.82,4,2356.4900000000002,11,Medium Value
CUST2041,3249.67,3,905.72,4,Low Value
CUST2042,3013.2,3,719.21,3,Low Value
CUST2043,7029.58,3,1460.17,6,Medium Value
CUST2044,7660.539999999999,4,1771.76,4,Medium Value
CUST2045,19045.23,8,4098.780000000001,14,High Value
CUST2046,11023.619999999999,5,3087.78,12,Medium Value
CUST2048,11927.81,5,2707.14,7,Medium Value
CUST2049,9556.73,5,2603.79,8,Medium Value
CUST2050,5034.52,4,1394.6599999999999,5,Low Value
CUST2051,12756.4,3,3649.66,9,Medium Value
CUST2052,13089.48,2,2481.7200000000003,4,Medium Value
CUST2053,17278.4,5,2564.96,9,High Value
CUST2054,4883.91,3,1058.22,4,Low Value
CUST2055,4940.03,3,889.78,4,Low Value
CUST2056,15015.74,1,3535.69,4,High Value
CUST2057,1526.26,3,416.17,3,Low Value
CUST2058,11864.509999999998,2,2113.41,5,Medium Value
CUST2059,35124.79,6,7248.429999999999,16,High Value
CUST2060,11839.09,4,2755.65,6,Medium Value
CUST2061,7999.1,3,1894.56,4,Medium Value
CUST2062,12199.36,2,2340.42,5,Medium Value
CUST2063,2879.42,3,762.28,4,Low Value
CUST2064,10264.18,5,2392.9,10,Medium Value
CUST2065,6325.39,2,1384.91,3,Medium Value
CUST2066,27759.85,5,6186.5599999999995,14,High Value
CUST2067,5721.38,3,1372.32,5,Medium Value
CUST2068,16950.04,3,2800.44,5,High Value
CUST2069,8572.97,6,2432.67,9,Medium Value
CUST2070,18891.379999999997,5,5062.849999999999,13,High Value
CUST2071,11552.43,3,2523.27,5,Medium Value
CUST2072,6503.73,4,1561.52,4,Medium Value
CUST2073,8929.99,5,2198.52,9,Medium Value
CUST2074,2991.27,1,361.84,1,Low Value
CUST2075,5488.65,3,1563.75,8,Medium Value
CUST2076,37586.11,11,6985.51,17,High Value
CUST2077,11842.97,2,1973.09,5,Medium Value
CUST2078,4600.48,2,842.64,6,Low Value
